"state","juvenile_age","year","population","size_bucket","actual_murder","actual_rape_total","actual_robbery_total","actual_assault_total","actual_burg_total","actual_theft_total","actual_mtr_veh_theft_total","actual_index_violent","actual_index_property","actual_index_total","n_places"
"hawaii",18,1986,457128,"City: Medium (25–99k)",1,18,17,473,543,1665,98,82,2323,2405,1
"hawaii",18,1987,466032,"City: Medium (25–99k)",5,15,17,515,477,1625,93,74,2201,2275,1
"hawaii",18,1988,472296,"City: Medium (25–99k)",6,11,14,466,446,1889,102,80,2448,2528,1
"hawaii",18,1989,444648,"City: Medium (25–99k)",2,19,27,600,653,2184,110,114,2958,3072,1
"hawaii",18,1990,444648,"City: Medium (25–99k)",4,26,39,657,668,2392,177,155,3257,3412,1
"hawaii",18,1991,455388,"City: Medium (25–99k)",1,16,29,684,692,2068,140,114,2922,3036,1
"hawaii",18,1992,465420,"City: Medium (25–99k)",1,18,23,665,569,1960,119,109,2666,2775,1
"hawaii",18,1970,368280,"City: Small (<25k)",2,0,0,23,20,86,14,6,120,126,7
"hawaii",18,1971,381996,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,7
"hawaii",18,1972,380844,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,7
"hawaii",18,1973,407688,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,7
"hawaii",18,1974,417888,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,7
"hawaii",18,1975,86580,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1976,86580,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1977,86580,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1978,86580,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1979,86580,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1980,101904,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1981,103416,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1982,105000,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1983,108048,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1984,108048,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1985,109632,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1986,109632,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1987,111768,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1988,111768,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1989,111768,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1990,111768,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1991,114456,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1992,116976,"City: Small (<25k)",0,0,0,0,0,0,0,0,0,0,2
"hawaii",18,1970,3898452,"City: Very large (250–499k)",15,55,368,3185,6875,13209,3110,608,23194,23802,1
"hawaii",18,1971,4434564,"City: Very large (250–499k)",31,124,715,5074,9599,22349,4254,1251,36202,37453,1
"hawaii",18,1970,3667884,"MSA County: Large (100k+)",10,30,106,1795,3377,8272,1131,229,12780,13009,1
"hawaii",18,1971,3339468,"MSA County: Large (100k+)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1972,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1973,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1974,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1975,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1976,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1977,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1978,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1979,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1980,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1981,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1982,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1983,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1984,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1985,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1986,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1987,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1988,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1989,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1990,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1991,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1992,0,"MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,1
"hawaii",18,1991,1235184,"Non-MSA County: Large (100k+)",6,32,54,1399,1736,4828,327,239,6919,7158,1
"hawaii",18,1992,1262388,"Non-MSA County: Large (100k+)",4,50,86,1835,1666,5644,360,279,7711,7990,1
"hawaii",18,1970,445380,"Non-MSA County: Medium (25–99k)",1,1,2,158,195,449,49,30,693,723,1
"hawaii",18,1971,732252,"Non-MSA County: Medium (25–99k)",3,3,4,152,267,510,27,37,804,841,2
"hawaii",18,1972,1375500,"Non-MSA County: Medium (25–99k)",8,14,8,704,1083,1885,130,167,3098,3265,3
"hawaii",18,1973,1464972,"Non-MSA County: Medium (25–99k)",5,10,18,464,757,1362,53,96,2172,2268,3
"hawaii",18,1974,1491348,"Non-MSA County: Medium (25–99k)",2,18,30,773,1166,2998,207,112,4371,4483,3
"hawaii",18,1975,1596744,"Non-MSA County: Medium (25–99k)",8,35,45,1525,1973,4017,283,243,6273,6516,3
"hawaii",18,1976,1669596,"Non-MSA County: Medium (25–99k)",15,41,45,1527,2444,4969,450,266,7863,8129,3
"hawaii",18,1977,1730184,"Non-MSA County: Medium (25–99k)",15,44,53,1710,3158,5471,560,294,9189,9483,3
"hawaii",18,1978,1656756,"Non-MSA County: Medium (25–99k)",21,36,63,1823,2855,6159,614,316,9628,9944,3
"hawaii",18,1979,1755156,"Non-MSA County: Medium (25–99k)",10,59,101,1849,3105,6864,680,374,10738,11112,3
"hawaii",18,1980,1987272,"Non-MSA County: Medium (25–99k)",17,60,84,2116,3202,7602,579,350,11531,11881,3
"hawaii",18,1981,2016780,"Non-MSA County: Medium (25–99k)",6,55,100,2318,3343,7608,476,374,11473,11847,3
"hawaii",18,1982,2047668,"Non-MSA County: Medium (25–99k)",6,67,84,2603,3451,7897,441,333,11833,12166,3
"hawaii",18,1983,2107380,"Non-MSA County: Medium (25–99k)",12,40,74,2375,3108,7042,362,382,10573,10955,3
"hawaii",18,1984,2298072,"Non-MSA County: Medium (25–99k)",7,50,73,2457,2815,6635,416,398,9917,10315,3
"hawaii",18,1985,2395896,"Non-MSA County: Medium (25–99k)",6,52,68,2509,2708,6843,470,449,10137,10586,3
"hawaii",18,1986,2407200,"Non-MSA County: Medium (25–99k)",4,70,60,2654,3000,7411,530,446,11023,11469,3
"hawaii",18,1987,2538600,"Non-MSA County: Medium (25–99k)",11,56,59,2795,2902,7814,555,519,11363,11882,3
"hawaii",18,1988,2579832,"Non-MSA County: Medium (25–99k)",10,61,72,2993,3469,8830,631,544,13003,13547,3
"hawaii",18,1989,2711844,"Non-MSA County: Medium (25–99k)",8,65,83,3362,3601,8865,698,593,13223,13816,3
"hawaii",18,1990,2819328,"Non-MSA County: Medium (25–99k)",6,56,85,3612,3158,8829,723,546,12821,13367,3
"hawaii",18,1991,1652244,"Non-MSA County: Medium (25–99k)",9,52,43,2093,1678,4280,297,333,6298,6631,2
"hawaii",18,1992,1688628,"Non-MSA County: Medium (25–99k)",6,46,29,1974,1665,4377,365,228,6439,6667,2
"hawaii",18,1970,574680,"Non-MSA County: Small (10–24k)",0,0,0,47,53,137,3,8,193,201,2
"hawaii",18,1971,270564,"Non-MSA County: Small (10–24k)",0,0,0,0,0,0,0,0,0,0,1
"idaho",18,1976,1200000,"City: Large (100–249k)",4,36,76,528,1151,4480,360,267,5991,6258,1
"idaho",18,1977,1202832,"City: Large (100–249k)",4,37,71,526,1382,3784,348,273,5514,5787,1
"idaho",18,1978,1249344,"City: Large (100–249k)",2,37,97,662,1794,3978,415,368,6187,6555,1
"idaho",18,1979,1366500,"City: Large (100–249k)",4,31,113,833,1954,4056,437,461,6502,6963,1
"idaho",18,1980,1225500,"City: Large (100–249k)",2,45,138,1091,2381,5147,391,507,7969,8476,1
"idaho",18,1981,1245468,"City: Large (100–249k)",4,41,99,1072,2208,4600,294,492,7152,7644,1
"idaho",18,1982,1253256,"City: Large (100–249k)",3,28,69,957,1575,4063,277,460,5946,6406,1
"idaho",18,1983,1285020,"City: Large (100–249k)",4,43,54,877,1412,4009,244,420,5714,6134,1
"idaho",18,1984,1288584,"City: Large (100–249k)",4,49,55,877,1494,3688,231,357,5495,5852,1
"idaho",18,1985,1291656,"City: Large (100–249k)",3,46,80,950,1488,4222,299,384,6087,6471,1
"idaho",18,1986,1289208,"City: Large (100–249k)",0,56,56,999,2055,4754,332,418,7204,7622,1
"idaho",18,1987,1294836,"City: Large (100–249k)",2,42,68,1160,2016,4671,314,445,7054,7499,1
"idaho",18,1988,1313808,"City: Large (100–249k)",5,39,53,1114,1638,4338,273,391,6285,6676,1
"idaho",18,1989,1347240,"City: Large (100–249k)",0,53,37,1521,1570,4227,270,425,6116,6541,1
"idaho",18,1990,1508856,"City: Large (100–249k)",3,52,43,1494,1369,4857,287,476,6540,7016,1
"idaho",18,1991,1557828,"City: Large (100–249k)",3,61,46,1743,1211,5212,338,455,6813,7268,1
"idaho",18,1992,1599804,"City: Large (100–249k)",5,84,62,1176,1102,5501,293,520,6930,7450,1
"idaho",18,1970,2122440,"City: Medium (25–99k)",9,26,77,540,1483,6828,502,283,8813,9096,4
"idaho",18,1971,2165952,"City: Medium (25–99k)",7,31,92,630,1842,8150,609,313,10601,10914,4
"idaho",18,1972,2276388,"City: Medium (25–99k)",6,43,86,774,1772,7679,649,326,10100,10426,4
"idaho",18,1973,2355048,"City: Medium (25–99k)",6,25,109,750,1816,7760,691,426,10267,10693,4
"idaho",18,1974,2446596,"City: Medium (25–99k)",12,35,142,629,2302,9041,650,374,11993,12367,4
"idaho",18,1975,2551140,"City: Medium (25–99k)",8,48,175,755,2406,9222,703,475,12331,12806,4
"idaho",18,1976,1328292,"City: Medium (25–99k)",4,27,90,352,1271,5053,371,289,6695,6984,3
"idaho",18,1977,1469244,"City: Medium (25–99k)",7,31,60,552,1229,4731,383,299,6343,6642,3
"idaho",18,1978,2017284,"City: Medium (25–99k)",6,36,105,961,1737,6254,493,444,8484,8928,5
"idaho",18,1979,2055444,"City: Medium (25–99k)",4,40,108,1091,2047,6499,554,560,9158,9511,5
"idaho",18,1980,1982376,"City: Medium (25–99k)",3,39,127,1246,2506,7499,507,615,10578,11193,5
"idaho",18,1981,2014656,"City: Medium (25–99k)",8,34,111,1200,2272,7760,486,465,10562,11027,5
"idaho",18,1982,2027292,"City: Medium (25–99k)",4,42,88,1224,2069,6794,356,430,9260,9690,5
"idaho",18,1983,2077692,"City: Medium (25–99k)",6,45,92,1196,2080,7039,392,482,9566,10048,5
"idaho",18,1984,2071668,"City: Medium (25–99k)",2,27,79,1239,1720,6857,367,436,9025,9461,5
"idaho",18,1985,2080356,"City: Medium (25–99k)",3,43,63,1253,1784,7106,383,412,9332,9744,5
"idaho",18,1986,2052780,"City: Medium (25–99k)",7,38,57,1401,2080,8291,438,373,10868,11241,5
"idaho",18,1987,2042556,"City: Medium (25–99k)",5,33,61,1445,2013,8189,405,357,10650,11007,5
"idaho",18,1988,2067492,"City: Medium (25–99k)",5,35,70,1614,1856,8094,432,665,10450,11115,5
"idaho",18,1989,2082444,"City: Medium (25–99k)",6,43,52,1701,1836,8004,397,518,10285,10803,5
"idaho",18,1990,2088564,"City: Medium (25–99k)",3,69,34,1851,1682,8130,411,655,10270,10925,5
"idaho",18,1991,2459616,"City: Medium (25–99k)",4,91,78,2370,1913,10144,475,915,12625,13540,6
"idaho",18,1992,2525868,"City: Medium (25–99k)",4,98,96,2267,2232,10730,572,880,13632,14512,6
"idaho",18,1970,2247984,"City: Small (<25k)",11,12,33,501,1356,5737,293,204,7386,7590,32
"idaho",18,1971,2337108,"City: Small (<25k)",9,13,41,566,1546,6821,377,234,8744,8978,32
"idaho",18,1972,2446656,"City: Small (<25k)",4,13,43,612,1570,6087,397,314,8054,8368,32
"idaho",18,1973,2411988,"City: Small (<25k)",5,17,57,510,1598,5286,415,311,7299,7610,32
"idaho",18,1974,2526636,"City: Small (<25k)",12,24,91,708,2226,7033,498,447,9757,10204,32
"idaho",18,1975,2521176,"City: Small (<25k)",13,24,113,789,2524,7110,547,532,10181,10713,30
"idaho",18,1976,2591436,"City: Small (<25k)",11,31,89,873,2503,7259,538,567,10300,10867,30
"idaho",18,1977,2609256,"City: Small (<25k)",11,34,120,1013,2284,7587,633,636,10504,11140,30
"idaho",18,1978,2049048,"City: Small (<25k)",10,33,79,659,1719,5192,466,503,7377,7880,28
"idaho",18,1979,2103684,"City: Small (<25k)",11,35,89,834,1869,6157,566,629,8646,9275,28
"idaho",18,1980,2084784,"City: Small (<25k)",12,44,90,984,2153,7410,525,722,10159,10881,28
"idaho",18,1981,2118756,"City: Small (<25k)",11,49,66,1000,2213,7293,430,702,10007,10709,28
"idaho",18,1982,2132040,"City: Small (<25k)",5,22,60,1015,2105,6453,384,636,9007,9643,28
"idaho",18,1983,2203260,"City: Small (<25k)",6,24,54,1103,1840,6473,386,602,8759,9361,28
"idaho",18,1984,2203752,"City: Small (<25k)",4,36,66,1171,1899,6407,327,677,8688,9365,28
"idaho",18,1985,2212968,"City: Small (<25k)",3,36,73,1237,1816,6878,429,674,9195,9869,28
"idaho",18,1986,2210532,"City: Small (<25k)",3,36,43,1091,1628,5903,308,442,7895,8337,28
"idaho",18,1987,2180760,"City: Small (<25k)",7,38,49,1184,1662,6485,306,440,8486,8926,28
"idaho",18,1988,2163300,"City: Small (<25k)",2,39,37,1459,1610,6194,322,494,8162,8656,28
"idaho",18,1989,2204184,"City: Small (<25k)",5,50,29,1782,1653,6297,282,570,8291,8861,28
"idaho",18,1990,2186688,"City: Small (<25k)",6,57,35,2096,1626,6940,302,648,8910,9558,27
"idaho",18,1991,1952388,"City: Small (<25k)",2,35,37,1742,1350,5978,355,554,7718,8272,26
"idaho",18,1992,2004864,"City: Small (<25k)",8,44,40,466,1251,5715,336,498,7352,7850,26
"idaho",18,1970,446880,"MSA County: Medium (25–99k)",0,12,6,85,268,310,37,98,615,713,1
"idaho",18,1971,451764,"MSA County: Medium (25–99k)",3,7,5,51,339,419,25,61,783,844,1
"idaho",18,1972,431940,"MSA County: Medium (25–99k)",1,4,4,103,341,357,39,103,737,840,1
"idaho",18,1973,387612,"MSA County: Medium (25–99k)",0,4,3,129,405,371,60,104,836,940,1
"idaho",18,1974,369000,"MSA County: Medium (25–99k)",2,6,5,108,430,551,97,97,1078,1175,1
"idaho",18,1975,360348,"MSA County: Medium (25–99k)",1,11,5,151,497,623,70,124,1190,1314,1
"idaho",18,1976,364128,"MSA County: Medium (25–99k)",6,16,22,186,519,775,89,164,1383,1547,1
"idaho",18,1977,377808,"MSA County: Medium (25–99k)",3,7,10,194,617,750,71,99,1438,1537,1
"idaho",18,1978,360012,"MSA County: Medium (25–99k)",1,11,12,198,648,773,79,99,1500,1599,1
"idaho",18,1979,389124,"MSA County: Medium (25–99k)",2,15,18,241,662,859,99,128,1645,1773,1
"idaho",18,1980,692712,"MSA County: Medium (25–99k)",2,15,21,302,748,1081,85,158,1930,2088,1
"idaho",18,1981,725568,"MSA County: Medium (25–99k)",1,18,17,419,693,1018,68,181,1814,1995,1
"idaho",18,1982,730104,"MSA County: Medium (25–99k)",2,13,17,475,541,1005,56,169,1636,1805,1
"idaho",18,1983,748260,"MSA County: Medium (25–99k)",0,8,7,379,453,1009,53,142,1538,1680,1
"idaho",18,1984,798984,"MSA County: Medium (25–99k)",1,5,9,329,396,854,50,105,1318,1423,1
"idaho",18,1985,843072,"MSA County: Medium (25–99k)",3,8,10,338,533,1190,74,111,1816,1927,1
"idaho",18,1986,833724,"MSA County: Medium (25–99k)",5,15,5,315,671,1364,69,133,2114,2247,1
"idaho",18,1987,860748,"MSA County: Medium (25–99k)",4,9,14,251,685,1322,77,102,2097,2199,1
"idaho",18,1988,873360,"MSA County: Medium (25–99k)",2,8,9,326,506,1144,77,117,1742,1859,1
"idaho",18,1989,916596,"MSA County: Medium (25–99k)",1,5,5,368,505,1029,67,103,1616,1719,1
"idaho",18,1990,768864,"MSA County: Medium (25–99k)",1,17,6,345,440,1197,60,93,1705,1798,1
"idaho",18,1991,793488,"MSA County: Medium (25–99k)",0,14,5,413,391,1028,47,103,1484,1587,1
"idaho",18,1992,1350588,"MSA County: Medium (25–99k)",5,27,14,379,811,1696,154,188,2685,2873,2
"idaho",18,1970,315612,"Non-MSA County: Medium (25–99k)",0,1,4,17,73,88,3,12,164,176,1
"idaho",18,1971,302724,"Non-MSA County: Medium (25–99k)",1,1,3,16,111,76,6,13,193,206,1
"idaho",18,1972,334008,"Non-MSA County: Medium (25–99k)",0,0,0,0,20,10,0,0,30,30,1
"idaho",18,1973,341448,"Non-MSA County: Medium (25–99k)",0,8,5,58,222,216,36,40,474,514,1
"idaho",18,1974,393936,"Non-MSA County: Medium (25–99k)",2,7,5,67,247,286,24,75,557,632,1
"idaho",18,1975,438384,"Non-MSA County: Medium (25–99k)",1,6,7,52,243,284,45,65,572,637,1
"idaho",18,1976,376548,"Non-MSA County: Medium (25–99k)",2,4,6,90,347,326,39,49,712,761,1
"idaho",18,1977,398856,"Non-MSA County: Medium (25–99k)",3,5,11,70,337,329,49,46,715,761,1
"idaho",18,1978,364920,"Non-MSA County: Medium (25–99k)",1,6,6,60,334,249,59,66,642,708,1
"idaho",18,1979,705684,"Non-MSA County: Medium (25–99k)",2,11,10,134,601,773,137,94,1520,1614,2
"idaho",18,1980,1175904,"Non-MSA County: Medium (25–99k)",0,14,22,252,908,1582,123,152,2629,2781,3
"idaho",18,1981,1205292,"Non-MSA County: Medium (25–99k)",2,17,15,296,905,1361,138,192,2419,2611,3
"idaho",18,1982,1212816,"Non-MSA County: Medium (25–99k)",2,21,10,337,947,1433,128,186,2524,2710,3
"idaho",18,1983,1224564,"Non-MSA County: Medium (25–99k)",3,19,17,319,944,1237,133,166,2335,2501,3
"idaho",18,1984,1252308,"Non-MSA County: Medium (25–99k)",7,20,15,347,812,1326,127,247,2273,2520,3
"idaho",18,1985,1273308,"Non-MSA County: Medium (25–99k)",1,20,11,372,897,1284,112,173,2308,2481,3
"idaho",18,1986,1235952,"Non-MSA County: Medium (25–99k)",6,22,13,397,872,1504,126,214,2531,2745,3
"idaho",18,1987,1262820,"Non-MSA County: Medium (25–99k)",5,12,15,342,994,1500,148,162,2662,2824,3
"idaho",18,1988,1276464,"Non-MSA County: Medium (25–99k)",2,21,7,387,885,1409,167,188,2477,2665,3
"idaho",18,1989,1293612,"Non-MSA County: Medium (25–99k)",5,27,12,426,943,1361,152,197,2469,2666,3
"idaho",18,1990,1298880,"Non-MSA County: Medium (25–99k)",3,28,10,477,910,1527,162,169,2613,2782,3
"idaho",18,1991,1340460,"Non-MSA County: Medium (25–99k)",4,30,16,479,1132,1523,153,166,2820,2986,3
"idaho",18,1992,841416,"Non-MSA County: Medium (25–99k)",5,13,9,350,546,1164,96,123,1816,1939,2
"idaho",18,1970,1929936,"Non-MSA County: Small (10–24k)",4,30,12,133,927,1393,90,139,2410,2549,12
"idaho",18,1971,1831488,"Non-MSA County: Small (10–24k)",4,12,11,144,866,959,91,147,1916,2063,11
"idaho",18,1972,1914372,"Non-MSA County: Small (10–24k)",6,35,12,150,956,1212,117,176,2285,2461,11
"idaho",18,1973,1863924,"Non-MSA County: Small (10–24k)",4,34,17,170,1025,1183,152,181,2360,2541,10
"idaho",18,1974,1736076,"Non-MSA County: Small (10–24k)",5,30,31,203,1208,1537,177,211,2922,3133,9
"idaho",18,1975,1927476,"Non-MSA County: Small (10–24k)",9,24,22,253,1578,1928,227,221,3733,3954,11
"idaho",18,1976,2035968,"Non-MSA County: Small (10–24k)",9,22,26,335,1418,2043,240,272,3701,3973,12
"idaho",18,1977,2187216,"Non-MSA County: Small (10–24k)",11,32,30,407,1421,2046,253,358,3720,4078,13
"idaho",18,1978,2231868,"Non-MSA County: Small (10–24k)",15,24,23,412,1376,2171,290,302,3837,4139,13
"idaho",18,1979,1968024,"Non-MSA County: Small (10–24k)",12,29,23,372,1044,1856,251,311,3172,3483,11
"idaho",18,1980,1879044,"Non-MSA County: Small (10–24k)",2,16,17,359,1080,1828,230,291,3158,3449,11
"idaho",18,1981,2038932,"Non-MSA County: Small (10–24k)",8,18,23,342,1140,1850,253,258,3261,3519,12
"idaho",18,1982,2061132,"Non-MSA County: Small (10–24k)",4,12,13,310,985,1691,171,187,2869,3056,12
"idaho",18,1983,2072964,"Non-MSA County: Small (10–24k)",10,17,14,390,1009,1777,197,189,3002,3191,12
"idaho",18,1984,1965240,"Non-MSA County: Small (10–24k)",7,13,6,355,880,1482,150,185,2529,2714,11
"idaho",18,1985,1958460,"Non-MSA County: Small (10–24k)",4,9,12,423,897,1534,190,242,2636,2878,11
"idaho",18,1986,2063376,"Non-MSA County: Small (10–24k)",4,15,10,418,930,1752,180,265,2883,3148,11
"idaho",18,1987,1895388,"Non-MSA County: Small (10–24k)",1,21,17,518,979,2020,172,281,3190,3471,10
"idaho",18,1988,1872360,"Non-MSA County: Small (10–24k)",10,20,16,551,951,2083,208,290,3263,3553,10
"idaho",18,1989,1991532,"Non-MSA County: Small (10–24k)",5,27,6,578,941,1971,196,238,3122,3360,11
"idaho",18,1990,1872900,"Non-MSA County: Small (10–24k)",2,22,4,669,793,1798,166,244,2783,3027,10
"idaho",18,1991,1921980,"Non-MSA County: Small (10–24k)",3,28,10,844,1140,2028,189,267,3371,3638,10
"idaho",18,1992,1973736,"Non-MSA County: Small (10–24k)",5,50,13,294,803,2217,178,249,3213,3462,10
"idaho",18,1970,1543836,"Non-MSA County: Small (<10k)",5,7,9,102,483,1129,70,91,1682,1773,30
"idaho",18,1971,1677888,"Non-MSA County: Small (<10k)",1,6,8,83,455,1195,79,71,1729,1800,31
"idaho",18,1972,1706304,"Non-MSA County: Small (<10k)",5,5,4,65,398,917,73,65,1388,1453,31
"idaho",18,1973,1810452,"Non-MSA County: Small (<10k)",5,6,3,105,624,1096,95,87,1815,1902,32
"idaho",18,1974,1906956,"Non-MSA County: Small (<10k)",12,22,19,229,1099,1708,181,200,2988,3188,33
"idaho",18,1975,1655460,"Non-MSA County: Small (<10k)",5,17,19,159,980,1563,152,154,2695,2849,30
"idaho",18,1976,1556304,"Non-MSA County: Small (<10k)",6,10,11,132,844,1632,145,118,2621,2739,29
"idaho",18,1977,1453920,"Non-MSA County: Small (<10k)",6,13,15,177,1050,1534,150,145,2734,2879,28
"idaho",18,1978,1659648,"Non-MSA County: Small (<10k)",10,19,13,161,815,1543,176,144,2534,2678,28
"idaho",18,1979,1623900,"Non-MSA County: Small (<10k)",12,17,13,283,950,1618,222,249,2811,3060,29
"idaho",18,1980,1592796,"Non-MSA County: Small (<10k)",5,22,10,292,1099,1848,195,217,3163,3380,28
"idaho",18,1981,1510368,"Non-MSA County: Small (<10k)",6,11,10,270,923,1595,182,169,2725,2894,27
"idaho",18,1982,1507500,"Non-MSA County: Small (<10k)",2,8,16,263,832,1473,151,182,2480,2662,27
"idaho",18,1983,1535796,"Non-MSA County: Small (<10k)",5,15,16,223,810,1411,148,172,2393,2565,27
"idaho",18,1984,1694736,"Non-MSA County: Small (<10k)",8,22,5,258,880,1418,134,169,2453,2622,28
"idaho",18,1985,1659924,"Non-MSA County: Small (<10k)",4,11,6,235,772,1504,158,145,2445,2590,28
"idaho",18,1986,1679232,"Non-MSA County: Small (<10k)",5,4,7,212,802,1314,154,126,2288,2414,28
"idaho",18,1987,1708764,"Non-MSA County: Small (<10k)",6,15,2,189,706,1309,134,150,2171,2321,29
"idaho",18,1988,1714608,"Non-MSA County: Small (<10k)",7,6,2,178,590,1217,130,114,1949,2063,29
"idaho",18,1989,1586388,"Non-MSA County: Small (<10k)",4,16,2,397,635,1320,110,240,2075,2315,28
"idaho",18,1990,1731168,"Non-MSA County: Small (<10k)",7,16,8,435,698,1308,153,297,2173,2470,29
"idaho",18,1991,1741872,"Non-MSA County: Small (<10k)",2,20,7,371,618,1264,132,223,2025,2248,29
"idaho",18,1992,1772928,"Non-MSA County: Small (<10k)",5,24,12,185,604,1228,133,206,1985,2191,29
"illinois",17,1970,3291996,"City: Large (100–249k)",23,57,600,3394,3796,9611,1325,1591,14732,16323,2
"illinois",17,1971,3328800,"City: Large (100–249k)",25,38,545,3149,3318,9095,1281,1372,13694,15066,2
"illinois",17,1972,3339300,"City: Large (100–249k)",19,61,539,4117,3888,9511,977,1862,14376,16238,2
"illinois",17,1973,3338400,"City: Large (100–249k)",12,59,588,4799,5514,9168,1328,2265,16010,18275,2
"illinois",17,1974,3318288,"City: Large (100–249k)",16,93,740,5207,6518,10696,1040,2362,18254,20616,2
"illinois",17,1975,3318288,"City: Large (100–249k)",15,97,856,6195,7594,12766,1125,2570,21485,24055,2
"illinois",17,1976,3335928,"City: Large (100–249k)",19,110,667,6646,5885,12205,901,2173,18991,21164,2
"illinois",17,1977,3251712,"City: Large (100–249k)",13,95,542,5965,5027,11061,817,2122,16905,19027,2
"illinois",17,1978,3225984,"City: Large (100–249k)",13,126,672,6322,5583,11466,878,2686,17927,20613,2
"illinois",17,1979,3194520,"City: Large (100–249k)",16,131,749,6340,6547,13173,1027,2902,20747,23649,2
"illinois",17,1980,3153624,"City: Large (100–249k)",23,132,845,7240,7645,13609,848,2737,22364,25101,2
"illinois",17,1981,3181380,"City: Large (100–249k)",21,108,809,6706,7495,13905,748,2524,22345,24869,2
"illinois",17,1982,3179436,"City: Large (100–249k)",22,115,821,6629,6575,14623,676,2538,22025,24563,2
"illinois",17,1983,4392852,"City: Large (100–249k)",24,164,861,7939,9134,19242,767,3064,29331,32395,3
"illinois",17,1984,3143172,"City: Large (100–249k)",12,125,623,6751,5985,12296,526,2272,18906,21178,2
"illinois",17,1985,4271640,"City: Large (100–249k)",23,274,819,8826,8057,17893,813,3143,26892,30035,3
"illinois",17,1986,4277736,"City: Large (100–249k)",25,9,886,9714,8155,18050,984,3227,27349,30576,3
"illinois",17,1987,4168248,"City: Large (100–249k)",25,0,771,9221,8488,18390,851,2934,27884,30818,3
"illinois",17,1988,4138980,"City: Large (100–249k)",28,0,961,10402,8663,18046,1188,3251,28063,31314,3
"illinois",17,1989,2939280,"City: Large (100–249k)",30,15,677,7886,5745,12829,787,2400,19454,21854,2
