"state","juvenile_age","year","population","size_bucket","actual_murder","actual_rape_total","actual_robbery_total","actual_assault_total","actual_burg_total","actual_theft_total","actual_mtr_veh_theft_total","actual_index_violent","actual_index_property","actual_index_total","n_places"
"alabama",16,1970,5534568,"City: Large (100–249k)",57,124,695,2015,9064,12392,2298,1677,23754,25431,3
"alabama",16,1971,5559876,"City: Large (100–249k)",91,152,773,1944,9032,11404,2217,1823,22653,24476,3
"alabama",16,1972,5592600,"City: Large (100–249k)",58,160,609,1775,7647,10339,1866,1580,19852,21432,3
"alabama",16,1973,5690076,"City: Large (100–249k)",71,149,592,1684,8002,10889,1733,1600,20624,22224,3
"alabama",16,1974,5730480,"City: Large (100–249k)",101,143,751,1961,8630,14646,1851,1834,25127,26961,3
"alabama",16,1975,5803104,"City: Large (100–249k)",98,160,1079,2331,10704,18678,1859,2366,31241,33607,3
"alabama",16,1976,5787564,"City: Large (100–249k)",96,192,1032,2529,11661,21967,2030,2422,35658,38080,3
"alabama",16,1977,5940300,"City: Large (100–249k)",107,265,1188,2999,10816,19860,2285,2902,32961,35863,3
"alabama",16,1978,6174144,"City: Large (100–249k)",97,260,1202,4552,12317,20069,2493,3089,34879,37968,3
"alabama",16,1979,6193416,"City: Large (100–249k)",106,233,1029,5226,11970,22304,2565,2873,36876,39749,3
"alabama",16,1980,6222744,"City: Large (100–249k)",119,271,1538,5066,14962,25277,2584,4261,43149,47410,3
"alabama",16,1981,6310632,"City: Large (100–249k)",88,223,1445,4653,14083,25278,2146,4081,41865,45946,3
"alabama",16,1982,6354132,"City: Large (100–249k)",84,239,1301,4935,11780,27201,1913,3687,41177,44864,3
"alabama",16,1983,6379896,"City: Large (100–249k)",78,175,1197,4458,10265,25462,1745,3327,37716,41043,3
"alabama",16,1984,6460668,"City: Large (100–249k)",72,234,1099,4571,10071,22602,1588,3315,34413,37728,3
"alabama",16,1985,6522924,"City: Large (100–249k)",59,267,1180,4981,10893,21799,1758,3407,34601,38008,3
"alabama",16,1986,6574812,"City: Large (100–249k)",87,213,1173,6501,12491,22967,1951,4707,37600,42307,3
"alabama",16,1987,6782640,"City: Large (100–249k)",70,211,1167,6251,13585,24767,2052,4062,40578,44640,3
"alabama",16,1988,6831408,"City: Large (100–249k)",73,262,1281,6665,13833,24740,1973,4550,40706,45256,3
"alabama",16,1989,6758472,"City: Large (100–249k)",85,300,1378,8274,11736,28742,2533,5094,43172,48266,3
"alabama",16,1990,6518076,"City: Large (100–249k)",93,331,1570,8911,9540,29327,2569,7754,41567,49321,3
"alabama",16,1991,6596148,"City: Large (100–249k)",85,315,1626,6517,10877,23885,3089,8543,37991,46534,3
"alabama",16,1992,6671916,"City: Large (100–249k)",87,365,2130,2719,11338,28932,4125,5301,44519,49820,3
"alabama",16,1970,4652496,"City: Medium (25–99k)",41,48,185,1489,3573,5336,883,1219,9792,11011,10
"alabama",16,1971,4699224,"City: Medium (25–99k)",48,65,235,1753,3590,5291,921,1230,9802,11032,10
"alabama",16,1972,4723380,"City: Medium (25–99k)",48,75,337,1852,3906,4975,904,1432,9785,11217,10
"alabama",16,1973,4765236,"City: Medium (25–99k)",67,108,545,2483,5638,6280,1141,2422,13059,15481,10
"alabama",16,1974,4832736,"City: Medium (25–99k)",73,110,603,2507,7022,8148,1266,2365,16436,18801,10
"alabama",16,1975,4883604,"City: Medium (25–99k)",79,105,680,2853,8023,9909,1399,2406,19331,21737,10
"alabama",16,1976,5329500,"City: Medium (25–99k)",82,128,645,3104,8303,12884,1349,2281,22536,24817,11
"alabama",16,1977,5428164,"City: Medium (25–99k)",81,163,633,3103,7893,13758,1623,2737,23274,26011,11
"alabama",16,1978,5528244,"City: Medium (25–99k)",81,171,696,3246,8330,14881,1789,2809,25000,27809,11
"alabama",16,1979,5171136,"City: Medium (25–99k)",60,175,618,3506,8214,14676,1657,2574,24612,27186,11
"alabama",16,1980,5150724,"City: Medium (25–99k)",81,218,796,4452,10962,19457,1761,3075,32384,35459,11
"alabama",16,1981,5223456,"City: Medium (25–99k)",63,170,883,4699,10104,20826,1650,3764,32761,36525,11
"alabama",16,1982,5259492,"City: Medium (25–99k)",59,171,844,5154,10006,21362,1462,3729,33041,36770,11
"alabama",16,1983,5280768,"City: Medium (25–99k)",45,187,627,5176,8059,18701,1263,3472,28200,31672,11
"alabama",16,1984,5292660,"City: Medium (25–99k)",65,184,676,6079,7726,18157,1259,3732,27282,31014,11
"alabama",16,1985,5333496,"City: Medium (25–99k)",67,191,671,7171,7023,17195,1313,4134,25717,29851,11
"alabama",16,1986,5293020,"City: Medium (25–99k)",64,222,743,8711,7796,18631,1522,5293,28177,33470,11
"alabama",16,1987,5275368,"City: Medium (25–99k)",53,216,744,8655,7968,19517,1603,5501,29256,34757,11
"alabama",16,1988,5342076,"City: Medium (25–99k)",63,243,942,8556,8511,20507,1770,4762,30886,35648,11
"alabama",16,1989,5312412,"City: Medium (25–99k)",68,238,1018,9624,8739,22799,1753,5048,33378,38426,11
"alabama",16,1990,4951572,"City: Medium (25–99k)",59,256,988,5198,8389,22738,2022,5744,33149,38893,10
"alabama",16,1991,5010840,"City: Medium (25–99k)",61,281,1118,4241,8938,23999,2389,5701,35391,41092,10
"alabama",16,1992,5068356,"City: Medium (25–99k)",59,267,1079,3835,7996,21006,2127,5240,31168,36408,10
"alabama",16,1970,7863084,"City: Small (<25k)",12,12,53,1238,1819,3912,478,642,6209,6851,93
"alabama",16,1971,7964172,"City: Small (<25k)",20,16,96,1360,2251,4606,576,881,7433,8314,93
"alabama",16,1972,8054892,"City: Small (<25k)",27,36,134,1664,2463,4268,604,1163,7335,8498,93
"alabama",16,1973,8186892,"City: Small (<25k)",29,31,185,1388,2509,3843,718,1177,7070,8247,92
"alabama",16,1974,8312808,"City: Small (<25k)",36,45,296,1513,3741,5377,1011,1224,10129,11353,92
"alabama",16,1975,8445600,"City: Small (<25k)",65,52,389,2061,5208,8840,1227,1521,15275,16796,91
"alabama",16,1976,8664012,"City: Small (<25k)",56,77,372,2950,5601,11673,1313,2031,18587,20618,90
"alabama",16,1977,8956740,"City: Small (<25k)",59,83,309,3431,6596,12709,1546,2309,20851,23160,90
"alabama",16,1978,9004908,"City: Small (<25k)",57,98,371,3508,7222,14496,1797,2534,23515,26049,90
"alabama",16,1979,8607660,"City: Small (<25k)",57,89,508,3853,7943,16565,1987,2791,26532,29323,90
"alabama",16,1980,8581572,"City: Small (<25k)",57,135,558,3946,8758,21205,1872,2840,32008,34848,90
"alabama",16,1981,8702712,"City: Small (<25k)",57,120,506,4740,7984,21312,1739,3128,31166,34294,90
"alabama",16,1982,8762748,"City: Small (<25k)",59,117,478,5309,7710,20909,1774,3241,30565,33806,88
"alabama",16,1983,8807856,"City: Small (<25k)",53,109,375,5358,6835,19418,1441,3077,27819,30896,88
"alabama",16,1984,8935476,"City: Small (<25k)",55,111,471,5798,5836,18073,1562,3283,25585,28868,88
"alabama",16,1985,9004464,"City: Small (<25k)",45,126,482,7070,6293,19004,1710,3582,27129,30711,88
"alabama",16,1986,9054324,"City: Small (<25k)",58,125,501,8074,6686,19418,1573,4310,27838,32148,88
"alabama",16,1987,9154464,"City: Small (<25k)",62,135,572,8633,7367,21742,1672,4897,30892,35789,88
"alabama",16,1988,9236688,"City: Small (<25k)",56,192,614,8758,7331,22023,1791,4686,31263,35949,89
"alabama",16,1989,9220896,"City: Small (<25k)",47,194,756,9765,7380,22467,1917,4917,31861,36778,89
"alabama",16,1990,9350568,"City: Small (<25k)",69,196,835,4890,7810,24419,1975,5620,34204,39824,90
"alabama",16,1991,9462048,"City: Small (<25k)",55,196,833,5345,7870,24654,2010,6429,34645,41074,90
"alabama",16,1992,9570168,"City: Small (<25k)",52,217,822,5407,6895,23344,1884,6498,32234,38732,90
"alabama",16,1970,3610920,"City: Very large (250–499k)",63,84,328,1814,4265,8515,2744,1982,15524,17506,1
"alabama",16,1971,3555600,"City: Very large (250–499k)",82,98,465,1733,4857,8608,2894,2115,16359,18474,1
"alabama",16,1972,3517032,"City: Very large (250–499k)",76,103,757,1572,5189,8637,2409,2246,16235,18481,1
"alabama",16,1973,3507900,"City: Very large (250–499k)",63,197,906,2627,5825,8083,3065,2958,16973,19931,1
"alabama",16,1974,3469584,"City: Very large (250–499k)",76,188,1193,3263,7161,9314,3269,3557,19744,23301,1
"alabama",16,1975,3464784,"City: Very large (250–499k)",89,177,1475,2899,6855,11884,3356,3284,22095,25379,1
"alabama",16,1976,3384000,"City: Very large (250–499k)",76,168,851,2634,6028,14320,3013,2713,23361,26074,1
"alabama",16,1977,3608160,"City: Very large (250–499k)",87,167,989,2302,6101,13053,2956,2865,22110,24975,1
"alabama",16,1978,3723564,"City: Very large (250–499k)",74,191,966,2286,6859,13662,3169,2969,23690,26659,1
"alabama",16,1979,3460056,"City: Very large (250–499k)",93,285,1474,2345,8267,16881,3386,3328,28570,31898,1
"alabama",16,1980,3384972,"City: Very large (250–499k)",88,275,1700,2576,10062,18474,3380,3490,32054,35544,1
"alabama",16,1981,3432780,"City: Very large (250–499k)",97,267,1502,2948,10128,17771,3058,3292,31134,34426,1
"alabama",16,1982,3456444,"City: Very large (250–499k)",91,230,1291,2671,8275,16076,3440,2884,27927,30811,1
"alabama",16,1983,3472284,"City: Very large (250–499k)",70,253,1253,2864,7127,13779,2905,3006,23997,27003,1
"alabama",16,1984,3437016,"City: Very large (250–499k)",60,234,1162,2886,6474,13998,3094,2907,23813,26720,1
"alabama",16,1985,3383676,"City: Very large (250–499k)",97,283,1435,2991,7173,14042,3511,3350,24984,28334,1
"alabama",16,1986,3441072,"City: Very large (250–499k)",88,325,1583,3375,7784,13405,3508,3769,24942,28711,1
"alabama",16,1987,3386052,"City: Very large (250–499k)",84,311,1591,3014,7250,13726,3288,3532,24509,28041,1
"alabama",16,1988,3398844,"City: Very large (250–499k)",92,246,1292,3553,6783,13235,2960,3419,23199,26618,1
"alabama",16,1989,3336132,"City: Very large (250–499k)",100,258,1766,3666,6529,12100,3699,4020,22571,26591,1
"alabama",16,1990,3191616,"City: Very large (250–499k)",125,267,1799,3824,6958,13728,5073,4193,26006,30199,1
"alabama",16,1991,3231756,"City: Very large (250–499k)",139,279,1861,4629,7894,14869,4224,6908,27229,34137,1
"alabama",16,1992,3268884,"City: Very large (250–499k)",133,362,1854,3795,7447,15231,3731,6144,26728,32872,1
"alabama",16,1970,2478156,"MSA County: Large (100k+)",12,35,74,111,1006,532,167,222,1705,1927,1
"alabama",16,1971,2533200,"MSA County: Large (100k+)",9,29,55,63,1020,663,115,155,1798,1953,1
"alabama",16,1972,2516172,"MSA County: Large (100k+)",22,29,98,87,1214,643,147,236,2004,2240,1
"alabama",16,1973,2580864,"MSA County: Large (100k+)",20,36,92,71,1669,736,309,216,2714,2930,1
"alabama",16,1974,2430360,"MSA County: Large (100k+)",31,48,126,83,2105,932,513,284,3550,3834,1
"alabama",16,1975,2298084,"MSA County: Large (100k+)",20,46,192,266,2216,1213,577,452,4006,4458,1
"alabama",16,1976,2217072,"MSA County: Large (100k+)",23,51,107,1167,1901,2087,492,935,4480,5415,1
"alabama",16,1977,1652376,"MSA County: Large (100k+)",21,48,118,1192,1582,1890,497,978,3969,4947,1
"alabama",16,1978,1544568,"MSA County: Large (100k+)",19,50,99,1149,1839,1920,478,796,4237,5033,1
"alabama",16,1979,1979448,"MSA County: Large (100k+)",14,49,115,1012,1849,2185,530,701,4564,5265,1
"alabama",16,1980,2065776,"MSA County: Large (100k+)",13,49,97,1094,2271,2582,639,758,5551,6309,1
"alabama",16,1981,2094948,"MSA County: Large (100k+)",18,58,104,1664,2114,2487,635,902,5298,6200,1
"alabama",16,1982,2141640,"MSA County: Large (100k+)",14,58,111,1818,1847,2471,575,1069,4943,6012,1
"alabama",16,1983,2157972,"MSA County: Large (100k+)",10,29,99,1272,1395,2090,396,718,3936,4654,1
"alabama",16,1984,3325920,"MSA County: Large (100k+)",15,64,147,2040,2164,3255,476,1299,5979,7278,2
"alabama",16,1985,3346860,"MSA County: Large (100k+)",24,61,187,2987,2413,3545,591,1471,6734,8205,2
"alabama",16,1986,3332904,"MSA County: Large (100k+)",18,62,187,3239,2750,4012,500,1490,7381,8871,2
"alabama",16,1987,3200592,"MSA County: Large (100k+)",18,74,169,3013,2726,4098,539,1522,7522,9044,2
"alabama",16,1988,3247740,"MSA County: Large (100k+)",19,62,163,2952,2543,3810,575,1389,7115,8504,2
"alabama",16,1989,3240552,"MSA County: Large (100k+)",15,71,201,2950,2651,3972,576,1452,7400,8852,2
"alabama",16,1990,3069612,"MSA County: Large (100k+)",19,63,192,1694,2364,4326,650,1770,7340,9110,2
"alabama",16,1991,3106380,"MSA County: Large (100k+)",17,58,137,896,1908,3359,576,1108,5986,7094,2
"alabama",16,1992,3143988,"MSA County: Large (100k+)",11,65,140,965,1658,3171,530,1181,5525,6706,2
"alabama",16,1970,4966512,"MSA County: Medium (25–99k)",21,29,28,405,750,650,53,213,1453,1666,10
"alabama",16,1971,5399700,"MSA County: Medium (25–99k)",20,28,40,629,1020,746,64,379,1830,2209,11
"alabama",16,1972,5534364,"MSA County: Medium (25–99k)",25,35,71,621,1220,787,91,437,2098,2535,11
"alabama",16,1973,5817192,"MSA County: Medium (25–99k)",23,28,64,904,1392,1039,91,454,2522,2976,12
"alabama",16,1974,6583824,"MSA County: Medium (25–99k)",24,23,74,900,1397,1445,104,453,2946,3399,14
"alabama",16,1975,6657132,"MSA County: Medium (25–99k)",57,54,96,1017,1697,1582,149,787,3428,4215,14
"alabama",16,1976,4854492,"MSA County: Medium (25–99k)",43,49,104,1187,2498,2154,391,822,5043,5865,10
"alabama",16,1977,5190084,"MSA County: Medium (25–99k)",43,71,107,1409,2920,2434,531,894,5885,6779,11
"alabama",16,1978,4498152,"MSA County: Medium (25–99k)",48,47,119,1355,3142,2754,547,826,6443,7269,10
"alabama",16,1979,6268128,"MSA County: Medium (25–99k)",44,72,118,1016,3683,3632,671,806,8032,8838,13
"alabama",16,1980,6593340,"MSA County: Medium (25–99k)",44,64,144,817,4079,4522,624,673,9269,9942,12
"alabama",16,1981,7013652,"MSA County: Medium (25–99k)",27,51,152,912,3934,4913,576,864,9494,10358,13
"alabama",16,1982,7194444,"MSA County: Medium (25–99k)",32,61,144,798,3440,4909,513,807,8939,9746,13
"alabama",16,1983,6770520,"MSA County: Medium (25–99k)",20,65,135,830,3112,4406,432,863,7996,8859,12
"alabama",16,1984,5947512,"MSA County: Medium (25–99k)",32,37,70,675,2086,2851,297,581,5275,5856,12
"alabama",16,1985,5805864,"MSA County: Medium (25–99k)",24,39,77,802,2274,2781,361,598,5448,6046,11
"alabama",16,1986,5837676,"MSA County: Medium (25–99k)",22,51,77,970,2431,2532,351,560,5368,5928,11
"alabama",16,1987,6000216,"MSA County: Medium (25–99k)",23,44,91,997,2677,2716,374,778,5813,6591,11
"alabama",16,1988,6102660,"MSA County: Medium (25–99k)",21,45,91,1353,2668,2907,409,942,6020,6962,11
"alabama",16,1989,6263988,"MSA County: Medium (25–99k)",19,49,72,1661,2471,3066,410,1051,5966,7017,11
"alabama",16,1990,7132356,"MSA County: Medium (25–99k)",25,50,97,911,2809,3687,477,1083,6973,8056,14
"alabama",16,1991,7210776,"MSA County: Medium (25–99k)",15,81,91,986,3791,4756,584,1173,9192,10365,14
"alabama",16,1992,7514820,"MSA County: Medium (25–99k)",28,101,130,997,3313,4464,477,1256,8282,9538,15
"alabama",16,1970,241356,"MSA County: Small (10–24k)",0,0,0,0,0,0,0,0,0,0,1
"alabama",16,1971,490332,"MSA County: Small (10–24k)",0,0,0,0,0,0,0,0,0,0,2
"alabama",16,1972,484668,"MSA County: Small (10–24k)",0,0,0,0,0,0,0,0,0,0,2
"alabama",16,1973,828288,"MSA County: Small (10–24k)",1,2,9,40,49,56,13,50,118,168,4
"alabama",16,1974,548124,"MSA County: Small (10–24k)",0,0,0,0,0,0,0,0,0,0,3
"alabama",16,1975,583128,"MSA County: Small (10–24k)",3,3,23,36,203,158,46,51,407,458,3
"alabama",16,1976,1622700,"MSA County: Small (10–24k)",18,20,55,345,929,850,137,261,1916,2177,7
"alabama",16,1977,1219200,"MSA County: Small (10–24k)",15,18,25,273,794,449,76,135,1319,1454,6
"alabama",16,1978,1640160,"MSA County: Small (10–24k)",13,19,28,304,878,645,81,170,1604,1774,7
"alabama",16,1979,840360,"MSA County: Small (10–24k)",9,11,18,114,493,389,96,117,979,1096,4
"alabama",16,1980,1199904,"MSA County: Small (10–24k)",12,19,31,142,800,754,102,170,1666,1836,5
"alabama",16,1981,913944,"MSA County: Small (10–24k)",5,13,28,190,625,606,64,199,1308,1507,4
"alabama",16,1982,920256,"MSA County: Small (10–24k)",6,11,18,222,408,555,48,183,1018,1201,4
"alabama",16,1983,923964,"MSA County: Small (10–24k)",7,12,16,191,333,503,44,165,891,1056,4
"alabama",16,1984,1151556,"MSA County: Small (10–24k)",11,18,26,251,435,557,73,201,1077,1278,5
"alabama",16,1985,1436604,"MSA County: Small (10–24k)",8,12,24,235,437,481,80,175,1004,1179,6
"alabama",16,1986,1455444,"MSA County: Small (10–24k)",6,24,27,371,519,740,140,287,1405,1692,6
"alabama",16,1987,1495392,"MSA County: Small (10–24k)",12,22,16,268,575,652,81,242,1315,1557,6
"alabama",16,1988,1498548,"MSA County: Small (10–24k)",6,23,29,370,679,830,77,311,1593,1904,6
"alabama",16,1989,1488288,"MSA County: Small (10–24k)",7,24,29,453,718,893,107,299,1727,2026,6
"alabama",16,1990,1221072,"MSA County: Small (10–24k)",4,23,24,178,632,1006,102,229,1740,1969,5
"alabama",16,1991,1235676,"MSA County: Small (10–24k)",12,33,38,280,819,1157,117,363,2096,2459,5
"alabama",16,1992,949776,"MSA County: Small (10–24k)",5,13,30,247,569,681,98,295,1352,1647,4
"alabama",16,1970,5332728,"Non-MSA County: Medium (25–99k)",28,45,34,694,497,466,86,677,1049,1726,13
"alabama",16,1971,4935624,"Non-MSA County: Medium (25–99k)",29,39,37,570,504,487,62,588,1053,1641,12
"alabama",16,1972,5010852,"Non-MSA County: Medium (25–99k)",22,34,30,584,474,567,36,458,1077,1535,12
"alabama",16,1973,4494888,"Non-MSA County: Medium (25–99k)",27,31,30,372,404,412,40,403,856,1259,11
"alabama",16,1974,3809772,"Non-MSA County: Medium (25–99k)",24,31,58,529,533,437,97,546,1067,1613,10
"alabama",16,1975,3766224,"Non-MSA County: Medium (25–99k)",49,30,103,877,1277,1106,230,783,2613,3396,10
"alabama",16,1976,2112984,"Non-MSA County: Medium (25–99k)",19,14,49,432,662,659,99,267,1420,1687,6
"alabama",16,1977,1811700,"Non-MSA County: Medium (25–99k)",17,10,24,399,724,555,94,205,1373,1578,5
"alabama",16,1978,2238996,"Non-MSA County: Medium (25–99k)",14,11,29,538,870,696,132,244,1698,1942,6
"alabama",16,1979,3235176,"Non-MSA County: Medium (25–99k)",24,23,46,375,1320,1249,294,237,2864,3101,9
"alabama",16,1980,3693696,"Non-MSA County: Medium (25–99k)",31,41,60,406,1829,1978,311,326,4141,4467,10
"alabama",16,1981,3496296,"Non-MSA County: Medium (25–99k)",22,22,43,399,1664,2068,280,348,4061,4409,9
"alabama",16,1982,3632748,"Non-MSA County: Medium (25–99k)",14,26,25,366,1312,1862,225,293,3436,3729,9
"alabama",16,1983,4301328,"Non-MSA County: Medium (25–99k)",27,25,36,383,1356,1886,222,317,3496,3813,11
"alabama",16,1984,4032840,"Non-MSA County: Medium (25–99k)",14,28,34,521,1271,1690,228,393,3224,3617,10
"alabama",16,1985,4064688,"Non-MSA County: Medium (25–99k)",17,21,26,518,1195,1638,256,317,3139,3456,10
"alabama",16,1986,4119912,"Non-MSA County: Medium (25–99k)",18,32,26,688,1618,1795,278,412,3716,4128,10
"alabama",16,1987,4163868,"Non-MSA County: Medium (25–99k)",14,37,20,761,1504,1734,222,474,3500,3974,10
"alabama",16,1988,4198236,"Non-MSA County: Medium (25–99k)",18,28,27,817,1588,1580,252,433,3447,3880,10
"alabama",16,1989,4206600,"Non-MSA County: Medium (25–99k)",17,32,23,689,1283,1399,208,390,2910,3300,10
"alabama",16,1990,3098148,"Non-MSA County: Medium (25–99k)",10,14,14,186,704,814,147,224,1665,1889,7
"alabama",16,1991,3127476,"Non-MSA County: Medium (25–99k)",9,27,16,305,1079,1276,207,357,2593,2950,7
"alabama",16,1992,3242148,"Non-MSA County: Medium (25–99k)",7,45,25,310,1193,1413,228,387,2847,3234,7
"alabama",16,1970,7568688,"Non-MSA County: Small (10–24k)",24,34,37,492,140,252,22,341,414,755,39
"alabama",16,1971,7280784,"Non-MSA County: Small (10–24k)",42,35,29,637,171,423,31,567,625,1192,38
"alabama",16,1972,7370892,"Non-MSA County: Small (10–24k)",42,27,25,406,340,410,33,397,783,1180,38
"alabama",16,1973,6588636,"Non-MSA County: Small (10–24k)",38,29,39,474,356,401,48,474,805,1279,35
"alabama",16,1974,6453048,"Non-MSA County: Small (10–24k)",33,32,29,404,397,258,30,322,685,1007,35
"alabama",16,1975,6255912,"Non-MSA County: Small (10–24k)",47,28,75,799,677,681,78,667,1436,2103,34
"alabama",16,1976,5464680,"Non-MSA County: Small (10–24k)",80,52,115,1283,1726,1548,206,1090,3480,4570,32
"alabama",16,1977,5621328,"Non-MSA County: Small (10–24k)",67,56,74,1474,1987,1575,241,1120,3803,4923,33
"alabama",16,1978,5292336,"Non-MSA County: Small (10–24k)",51,49,66,1101,1660,1324,227,838,3211,4049,29
"alabama",16,1979,5212476,"Non-MSA County: Small (10–24k)",57,53,85,1355,1833,1275,232,1018,3343,4361,31
"alabama",16,1980,5209476,"Non-MSA County: Small (10–24k)",31,49,61,1055,1930,1790,202,804,3959,4763,30
"alabama",16,1981,5510532,"Non-MSA County: Small (10–24k)",45,42,59,687,1745,1988,191,556,3966,4522,31
"alabama",16,1982,5775120,"Non-MSA County: Small (10–24k)",32,52,61,834,1445,2071,176,661,3719,4380,32
"alabama",16,1983,5515596,"Non-MSA County: Small (10–24k)",30,36,49,636,1324,1733,136,545,3223,3768,31
"alabama",16,1984,5120448,"Non-MSA County: Small (10–24k)",24,39,29,492,1215,1498,147,371,2888,3259,30
"alabama",16,1985,5221164,"Non-MSA County: Small (10–24k)",30,37,39,514,1126,1424,187,393,2753,3146,30
"alabama",16,1986,5391192,"Non-MSA County: Small (10–24k)",22,29,35,415,1227,1255,188,354,2685,3039,31
"alabama",16,1987,5112876,"Non-MSA County: Small (10–24k)",24,34,29,403,1469,1265,160,366,2913,3279,30
"alabama",16,1988,5337900,"Non-MSA County: Small (10–24k)",23,35,38,409,1515,1370,160,412,3073,3485,31
"alabama",16,1989,5140164,"Non-MSA County: Small (10–24k)",34,39,42,390,1436,1203,208,423,2860,3283,30
"alabama",16,1990,5050848,"Non-MSA County: Small (10–24k)",27,37,32,272,1747,1378,208,368,3333,3701,29
"alabama",16,1991,5095128,"Non-MSA County: Small (10–24k)",25,47,54,561,1994,1785,191,687,3985,4672,29
"alabama",16,1992,5394816,"Non-MSA County: Small (10–24k)",17,46,46,545,1542,1469,166,654,3200,3854,31
"alabama",16,1970,276696,"Non-MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,3
"alabama",16,1971,271788,"Non-MSA County: Small (<10k)",0,0,0,3,2,1,0,3,3,6,3
"alabama",16,1972,264948,"Non-MSA County: Small (<10k)",0,0,0,0,0,0,0,0,0,0,3
"alabama",16,1973,360600,"Non-MSA County: Small (<10k)",5,0,7,76,20,45,3,88,68,156,4
"alabama",16,1974,368616,"Non-MSA County: Small (<10k)",0,0,2,9,22,21,2,11,45,56,4
"alabama",16,1975,482532,"Non-MSA County: Small (<10k)",6,4,28,114,105,87,9,126,201,327,5
"alabama",16,1976,1080396,"Non-MSA County: Small (<10k)",26,12,22,376,404,192,21,376,617,993,11
"alabama",16,1977,1088892,"Non-MSA County: Small (<10k)",13,11,23,359,319,142,32,295,493,788,11
"alabama",16,1978,1436268,"Non-MSA County: Small (<10k)",21,27,28,435,526,240,37,390,803,1193,14
"alabama",16,1979,934044,"Non-MSA County: Small (<10k)",10,9,15,155,442,175,22,135,639,774,9
"alabama",16,1980,928752,"Non-MSA County: Small (<10k)",11,4,22,128,495,274,33,110,809,919,9
"alabama",16,1981,946932,"Non-MSA County: Small (<10k)",10,4,11,122,501,461,41,128,1009,1137,9
"alabama",16,1982,845736,"Non-MSA County: Small (<10k)",1,8,14,82,339,357,34,80,736,816,8
"alabama",16,1983,849108,"Non-MSA County: Small (<10k)",2,2,11,81,320,349,29,79,699,778,8
"alabama",16,1984,834900,"Non-MSA County: Small (<10k)",5,4,10,106,250,260,28,96,541,637,8
"alabama",16,1985,846552,"Non-MSA County: Small (<10k)",2,6,4,105,303,232,29,84,566,650,8
"alabama",16,1986,731772,"Non-MSA County: Small (<10k)",1,5,11,137,221,191,9,116,425,541,7
"alabama",16,1987,814584,"Non-MSA County: Small (<10k)",3,6,10,151,273,191,14,132,479,611,8
"alabama",16,1988,722760,"Non-MSA County: Small (<10k)",3,1,8,59,212,157,23,61,392,453,7
"alabama",16,1989,837348,"Non-MSA County: Small (<10k)",1,5,9,102,192,142,14,90,350,440,8
"alabama",16,1990,1046820,"Non-MSA County: Small (<10k)",8,5,17,115,354,219,41,145,614,759,10
"alabama",16,1991,1059300,"Non-MSA County: Small (<10k)",10,22,13,183,592,437,73,228,1116,1344,10
"alabama",16,1992,830100,"Non-MSA County: Small (<10k)",3,10,7,117,231,195,38,137,466,603,8
"alaska",18,1977,1444176,"City: Large (100–249k)",13,81,226,1125,1937,6263,1116,547,9316,9863,1
"alaska",18,1978,1750044,"City: Large (100–249k)",16,91,218,1264,2049,6702,964,528,9715,10243,1
"alaska",18,1979,2129736,"City: Large (100–249k)",16,132,343,1431,2478,7621,1041,708,11274,11982,1
"alaska",18,1980,2087904,"City: Large (100–249k)",15,117,296,1581,2611,7322,1055,736,11158,11894,1
"alaska",18,1981,2149776,"City: Large (100–249k)",18,173,380,1930,2797,8826,1184,924,12881,13805,1
"alaska",18,1982,2285448,"City: Large (100–249k)",22,158,481,2110,2459,8800,1120,1092,12447,13539,1
"alaska",18,1983,2499564,"City: Large (100–249k)",16,217,373,2222,2889,8762,1433,1148,13160,14308,1
"alaska",18,1984,2679792,"City: Large (100–249k)",16,215,430,2359,3151,8958,1563,1242,13882,15124,1
"alaska",18,1985,2754948,"City: Large (100–249k)",14,193,371,2191,2892,9154,1392,1184,13670,14854,1
"alaska",18,1986,2858820,"City: Large (100–249k)",17,167,330,2396,2824,11071,1386,1198,15470,16668,1
"alaska",18,1987,2772468,"City: Large (100–249k)",15,154,285,2181,2113,9491,1117,1025,12885,13910,1
"alaska",18,1988,2609148,"City: Large (100–249k)",13,159,281,2113,1890,8340,1182,1122,11489,12611,1
"alaska",18,1989,2680356,"City: Large (100–249k)",11,139,272,2327,1708,8219,1158,1131,11124,12255,1
"alaska",18,1990,2716056,"City: Large (100–249k)",10,203,350,2573,2060,8083,1534,1330,11751,13081,1
"alaska",18,1991,2814852,"City: Large (100–249k)",25,264,542,3048,2489,9967,1561,1669,14123,15792,1
"alaska",18,1992,2898780,"City: Large (100–249k)",17,253,484,3866,2650,10813,1611,1971,15179,17150,1
"alaska",18,1970,576348,"City: Medium (25–99k)",7,26,150,420,688,2648,513,329,3849,4178,1
"alaska",18,1971,597000,"City: Medium (25–99k)",4,53,105,447,643,2640,565,353,3848,4201,1
"alaska",18,1972,656568,"City: Medium (25–99k)",9,30,98,393,698,2827,539,295,4064,4359,1
"alaska",18,1973,630000,"City: Medium (25–99k)",6,55,113,607,971,2928,503,360,4402,4762,1
"alaska",18,1974,656400,"City: Medium (25–99k)",11,41,124,734,909,3062,632,429,4603,5032,1
