"state","juvenile_age","year","population","size_bucket","actual_murder","actual_rape_total","actual_robbery_total","actual_assault_total","actual_burg_total","actual_theft_total","actual_mtr_veh_theft_total","actual_index_violent","actual_index_property","actual_index_total","n_places"
"maryland",18,1988,1200060,"Non-MSA County: Small (10–24k)",1,5,2,442,185,389,25,41,599,640,6
"maryland",18,1989,9157656,"City: Major (500–999k)",262,541,7966,25210,14315,33267,8173,15618,56403,72021,1
"maryland",18,1989,32537220,"MSA County: Large (100k+)",202,805,6314,30989,26813,71418,19007,17434,118429,135863,6
"maryland",18,1989,2309892,"City: Medium (25–99k)",13,43,243,1700,1432,3979,353,992,5842,6834,5
"maryland",18,1989,5378556,"MSA County: Medium (25–99k)",14,56,108,2042,1281,3578,517,876,5376,6252,7
"maryland",18,1989,1753764,"Non-MSA County: Medium (25–99k)",3,26,48,1193,749,1302,119,485,2181,2666,3
"maryland",18,1989,3161964,"City: Small (<25k)",14,89,563,3942,3305,10224,1523,1883,15128,17011,34
"maryland",18,1989,0,"MSA County: Small (<10k)",0,0,0,12,4,21,1,5,26,31,2
"maryland",18,1989,1197804,"Non-MSA County: Small (10–24k)",1,6,11,466,185,400,41,103,626,729,6
"maryland",18,1990,8832168,"City: Major (500–999k)",305,687,9477,27789,14753,35383,9911,17942,60714,78656,1
"maryland",18,1990,34616856,"MSA County: Large (100k+)",180,1080,6586,34067,27677,78095,19979,18599,127061,145660,7
"maryland",18,1990,2317884,"City: Medium (25–99k)",9,44,270,2101,1328,4331,332,1184,6103,7287,5
"maryland",18,1990,4295844,"MSA County: Medium (25–99k)",10,44,94,2299,1341,3563,515,812,5419,6231,6
"maryland",18,1990,1814124,"Non-MSA County: Medium (25–99k)",2,23,54,1256,720,1468,98,614,2292,2906,3
"maryland",18,1990,3449580,"City: Small (<25k)",10,84,624,4621,3140,11109,1509,2083,15826,17909,34
"maryland",18,1990,0,"MSA County: Small (<10k)",0,0,0,21,11,26,1,3,38,41,2
"maryland",18,1990,1266852,"Non-MSA County: Small (10–24k)",2,11,4,494,223,488,30,103,741,844,6
"maryland",18,1991,8977188,"City: Major (500–999k)",304,701,10770,27314,16230,39213,10593,19032,66637,85669,1
"maryland",18,1991,35170908,"MSA County: Large (100k+)",206,1105,7586,35255,27888,86876,21013,20086,137060,157146,7
"maryland",18,1991,2355924,"City: Medium (25–99k)",3,66,264,2086,1357,4675,316,1088,6449,7537,5
"maryland",18,1991,4357404,"MSA County: Medium (25–99k)",5,48,140,2504,1544,4371,513,938,6428,7366,6
"maryland",18,1991,1843896,"Non-MSA County: Medium (25–99k)",6,31,42,1378,976,1654,89,556,2728,3284,3
"maryland",18,1991,3506016,"City: Small (<25k)",15,98,618,4708,3488,12257,1507,2107,17336,19443,34
"maryland",18,1991,0,"MSA County: Small (<10k)",0,0,0,10,4,19,0,1,23,24,2
"maryland",18,1991,1287624,"Non-MSA County: Small (10–24k)",1,4,9,463,264,481,27,119,772,891,6
"maryland",18,1992,9066204,"City: Major (500–999k)",335,749,12263,27242,16298,40717,11300,21799,68838,90637,1
"maryland",18,1992,35533608,"MSA County: Large (100k+)",210,1062,7168,34706,27405,87648,20457,19629,136708,156337,7
"maryland",18,1992,2379180,"City: Medium (25–99k)",3,75,319,2590,1438,4493,335,1218,6347,7565,5
"maryland",18,1992,4400424,"MSA County: Medium (25–99k)",7,47,137,2516,1424,4505,455,861,6384,7245,6
"maryland",18,1992,1862100,"Non-MSA County: Medium (25–99k)",1,50,54,1329,830,1765,115,564,2717,3281,3
"maryland",18,1992,3540480,"City: Small (<25k)",15,113,712,5582,3576,12146,1632,2302,17403,19705,34
"maryland",18,1992,0,"MSA County: Small (<10k)",0,1,1,13,7,22,2,12,31,43,2
"maryland",18,1992,1302588,"Non-MSA County: Small (10–24k)",2,10,4,500,241,462,35,133,738,871,6
