state,state_abb,city_id,year,population,violent_rate_100k,property_rate_100k,total_rate_100k,party,Gov_Rep,treat_start,event_time,event_-5,event_-4,event_-3,event_-2,event_-1,event_+0,event_+1,event_+2,event_+3,event_+4,event_+5,unemp_rate
michigan,MI,48154,1977,115000,192.17391304347825,3727.826086956522,3920,Republican,1,1973,4,0,0,0,0,0,0,0,0,0,1,0,8.225
michigan,MI,48154,1978,112700,197.8704525288376,3954.747116237799,4152.617568766637,Republican,1,1973,5,0,0,0,0,0,0,0,0,0,0,1,7.033333333333334
michigan,MI,48154,1979,105735,236.44015699626425,4567.07807253984,4803.518229536105,Republican,1,1973,6,0,0,0,0,0,0,0,0,0,0,0,7.866666666666667
michigan,MI,48154,1980,104728,264.4946910090902,4952.830188679246,5217.324879688335,Republican,1,1973,7,0,0,0,0,0,0,0,0,0,0,0,12.3
michigan,MI,48154,1981,104420,285.3859413905382,5274.851561003639,5560.237502394178,Republican,1,1973,8,0,0,0,0,0,0,0,0,0,0,0,12.375
michigan,MI,48154,1982,103376,266.9865345921684,4782.541402259712,5049.52793685188,Republican,1,1973,9,0,0,0,0,0,0,0,0,0,0,0,15.458333333333334
michigan,MI,48154,1983,102921,256.50741831113186,4609.360577530339,4865.8679958414705,Democrat,0,1973,10,0,0,0,0,0,0,0,0,0,0,0,14.483333333333334
michigan,MI,48154,1984,100915,160.53114006837436,3038.2004657384928,3198.731605806867,Democrat,0,1973,11,0,0,0,0,0,0,0,0,0,0,0,11.233333333333334
michigan,MI,48154,1985,100511,257.683238650496,4560.694849319974,4818.378087970471,Democrat,0,1973,12,0,0,0,0,0,0,0,0,0,0,0,10
michigan,MI,48154,1986,101098,392.6882826564323,4788.423114206018,5181.11139686245,Democrat,0,1973,13,0,0,0,0,0,0,0,0,0,0,0,8.908333333333333
michigan,MI,48154,1987,101031,352.3670952479932,5112.292266730014,5464.659361978007,Democrat,0,1973,14,0,0,0,0,0,0,0,0,0,0,0,8.391666666666667
michigan,MI,48154,1988,100586,286.32215218817726,4374.366213986042,4660.6883661742195,Democrat,0,1973,15,0,0,0,0,0,0,0,0,0,0,0,7.566666666666666
michigan,MI,48154,1989,101463,238.5105900673152,4586.893744517706,4825.404334585021,Democrat,0,1973,16,0,0,0,0,0,0,0,0,0,0,0,7.183333333333334
michigan,MI,48154,1990,100850,278.6316311353495,4057.5111551809614,4336.142786316311,Democrat,0,1973,17,0,0,0,0,0,0,0,0,0,0,0,7.7
michigan,MI,48154,1991,101638,282.3747023750959,3968.9879769377594,4251.362679312855,Republican,1,1991,0,0,0,0,0,0,1,0,0,0,0,0,9.283333333333331
michigan,MI,48185,1979,86502,309.81942614043606,5294.675267623869,5604.494693764306,Republican,1,1973,6,0,0,0,0,0,0,0,0,0,0,0,7.866666666666667
michigan,MI,48185,1991,85386,579.7203288595321,6075.937507319701,6655.6578361792335,Republican,1,1991,0,0,0,0,0,0,1,0,0,0,0,0,9.283333333333331
michigan,MI,48226,1987,1091523,2544.8845328957796,10279.21537154966,12824.09990444544,Democrat,0,1973,14,0,0,0,0,0,0,0,0,0,0,0,8.391666666666667
michigan,MI,48226,1988,1086714,2374.5898184802995,9866.165338810397,12240.755157290694,Democrat,0,1973,15,0,0,0,0,0,0,0,0,0,0,0,7.566666666666666
michigan,MI,48226,1989,1039599,2400.5409778193325,9836.677411194123,12237.218389013457,Democrat,0,1973,16,0,0,0,0,0,0,0,0,0,0,0,7.183333333333334
michigan,MI,48226,1990,1027974,2699.192781140379,9619.309437787337,12318.502218927715,Democrat,0,1973,17,0,0,0,0,0,0,0,0,0,0,0,7.7
michigan,MI,48226,1991,1036246,2727.3446652628813,9683.221937648012,12410.56660291089,Republican,1,1991,0,0,0,0,0,0,1,0,0,0,0,0,9.283333333333331
michigan,MI,48605,1973,87022,1349.0841396428489,8604.720645354048,9953.804784996895,Republican,1,1973,0,0,0,0,0,0,1,0,0,0,0,0,NA
michigan,MI,48605,1974,88400,1572.3981900452488,10175.339366515836,11747.737556561086,Republican,1,1973,1,0,0,0,0,0,0,1,0,0,0,0,NA
michigan,MI,48605,1975,86222,1709.5404885064138,9569.483426503675,11279.02391501009,Republican,1,1973,2,0,0,0,0,0,0,0,1,0,0,0,NA
michigan,MI,48933,1973,140228,426.4483555352711,6189.919274324671,6616.367629859943,Republican,1,1973,0,0,0,0,0,0,1,0,0,0,0,0,NA
michigan,MI,48933,1974,143122,447.17094506784423,6649.571694079177,7096.742639147022,Republican,1,1973,1,0,0,0,0,0,0,1,0,0,0,0,NA
michigan,MI,48933,1975,135219,487.3575459070101,6837.056922473912,7324.414468380923,Republican,1,1973,2,0,0,0,0,0,0,0,1,0,0,0,NA
michigan,MI,48933,1976,134421,429.9923375067884,7091.153911963161,7521.146249469948,Republican,1,1973,3,0,0,0,0,0,0,0,0,1,0,0,9.4
michigan,MI,48933,1977,134423,424.0345774160672,5688.014699865351,6112.049277281418,Republican,1,1973,4,0,0,0,0,0,0,0,0,0,1,0,8.225
michigan,MI,48933,1978,156884,443.00247316488617,4901.710818184136,5344.713291349022,Republican,1,1973,5,0,0,0,0,0,0,0,0,0,0,1,7.033333333333334
michigan,MI,48933,1979,125976,546.9295738870895,6257.541118943291,6804.47069283038,Republican,1,1973,6,0,0,0,0,0,0,0,0,0,0,0,7.866666666666667
michigan,MI,48933,1980,125776,584.3722172751559,7037.113598778781,7621.485816053937,Republican,1,1973,7,0,0,0,0,0,0,0,0,0,0,0,12.3
michigan,MI,48933,1981,125407,712.0814627572623,7334.5188067651725,8046.600269522434,Republican,1,1973,8,0,0,0,0,0,0,0,0,0,0,0,12.375
michigan,MI,48933,1982,124152,815.1298408402603,7908.853663251499,8723.983504091759,Republican,1,1973,9,0,0,0,0,0,0,0,0,0,0,0,15.458333333333334
michigan,MI,48933,1983,123606,739.4463051955406,7402.553274112906,8141.999579308448,Democrat,0,1973,10,0,0,0,0,0,0,0,0,0,0,0,14.483333333333334
michigan,MI,48933,1984,127767,862.5075332441085,6602.643875179037,7465.151408423146,Democrat,0,1973,11,0,0,0,0,0,0,0,0,0,0,0,11.233333333333334
michigan,MI,48933,1985,128161,830.205756821498,6955.314019085369,7785.519775906867,Democrat,0,1973,12,0,0,0,0,0,0,0,0,0,0,0,10
michigan,MI,48933,1986,128909,1164.3872809501277,7965.308861289746,9129.696142239874,Democrat,0,1973,13,0,0,0,0,0,0,0,0,0,0,0,8.908333333333333
michigan,MI,48933,1987,129610,1299.2824627729342,7244.811357148369,8544.093819921303,Democrat,0,1973,14,0,0,0,0,0,0,0,0,0,0,0,8.391666666666667
michigan,MI,48933,1988,131239,1220.6737326556893,6858.479567811397,8079.153300467087,Democrat,0,1973,15,0,0,0,0,0,0,0,0,0,0,0,7.566666666666666
michigan,MI,48933,1989,125419,1268.5478276816111,6841.068737591593,8109.616565273204,Democrat,0,1973,16,0,0,0,0,0,0,0,0,0,0,0,7.183333333333334
michigan,MI,48933,1990,127321,1471.870312045931,6905.380887677602,8377.251199723532,Democrat,0,1973,17,0,0,0,0,0,0,0,0,0,0,0,7.7
michigan,MI,48933,1991,128315,1377.859174687293,6748.236761095741,8126.095935783034,Republican,1,1991,0,0,0,0,0,0,1,0,0,0,0,0,9.283333333333331
michigan,MI,49502,1973,197934,494.60931421584974,4607.596471551123,5102.205785766973,Republican,1,1973,0,0,0,0,0,0,1,0,0,0,0,0,NA
michigan,MI,49502,1974,195200,507.6844262295082,4944.67213114754,5452.356557377049,Republican,1,1973,1,0,0,0,0,0,0,1,0,0,0,0,NA
michigan,MI,49502,1975,198342,612.07409424126,6603.240866785653,7215.314961026913,Republican,1,1973,2,0,0,0,0,0,0,0,1,0,0,0,NA
michigan,MI,49502,1976,193500,571.0594315245478,6345.736434108528,6916.795865633076,Republican,1,1973,3,0,0,0,0,0,0,0,0,1,0,0,9.4
michigan,MI,49502,1977,196538,621.2539050972331,6403.850654835197,7025.104559932431,Republican,1,1973,4,0,0,0,0,0,0,0,0,0,1,0,8.225
michigan,MI,49502,1978,189200,673.3615221987314,5956.659619450317,6630.021141649049,Republican,1,1973,5,0,0,0,0,0,0,0,0,0,0,1,7.033333333333334
michigan,MI,49502,1979,185416,864.5424343098762,7120.744703801182,7985.287138111058,Republican,1,1973,6,0,0,0,0,0,0,0,0,0,0,0,7.866666666666667
michigan,MI,49502,1980,181602,984.019999779738,8026.3433222101085,9010.363321989846,Republican,1,1973,7,0,0,0,0,0,0,0,0,0,0,0,12.3
michigan,MI,49502,1981,181068,1036.0748448096847,8464.223385689354,9500.29823049904,Republican,1,1973,8,0,0,0,0,0,0,0,0,0,0,0,12.375
michigan,MI,49502,1982,179258,1124.6359995090877,9019.960057570654,10144.59605707974,Republican,1,1973,9,0,0,0,0,0,0,0,0,0,0,0,15.458333333333334
michigan,MI,49502,1983,178470,1117.2746119796043,8435.031097663474,9552.305709643077,Democrat,0,1973,10,0,0,0,0,0,0,0,0,0,0,0,14.483333333333334
michigan,MI,49502,1984,181960,1114.5306660804574,7819.850516597055,8934.38118267751,Democrat,0,1973,11,0,0,0,0,0,0,0,0,0,0,0,11.233333333333334
michigan,MI,49502,1985,183270,1208.0536912751677,7510.230807006056,8718.284498281224,Democrat,0,1973,12,0,0,0,0,0,0,0,0,0,0,0,10
michigan,MI,49502,1986,184340,1161.9832917435174,7811.109905609201,8973.093197352717,Democrat,0,1973,13,0,0,0,0,0,0,0,0,0,0,0,8.908333333333333
michigan,MI,49502,1987,187441,1200.911220063913,8128.424410881291,9329.335630945205,Democrat,0,1973,14,0,0,0,0,0,0,0,0,0,0,0,8.391666666666667
michigan,MI,49502,1988,190343,1217.276180369123,7081.952054974441,8299.228235343564,Democrat,0,1973,15,0,0,0,0,0,0,0,0,0,0,0,7.566666666666666
michigan,MI,49502,1989,186036,1241.1576254058357,7277.623685738244,8518.781311144081,Democrat,0,1973,16,0,0,0,0,0,0,0,0,0,0,0,7.183333333333334
michigan,MI,49502,1990,189126,1599.4627920010998,7146.5583790700375,8746.021171071137,Democrat,0,1973,17,0,0,0,0,0,0,0,0,0,0,0,7.7
michigan,MI,49502,1991,190604,1719.7960168726784,7517.680636293047,9237.476653165726,Republican,1,1991,0,0,0,0,0,0,1,0,0,0,0,0,9.283333333333331
