state,state_abb,city_id,year,population,violent_rate_100k,property_rate_100k,total_rate_100k,treat_start,event_time,unemp_rate,age,Male,Black,Hispanic,HSGrad,CollegeGrad,IncomeReal
michigan,MI,48093,1986,153148,711.0768668216366,6280.19954553765,6991.276412359286,1983,3,8.908333333333333,33.213631,0.48769328,0.11722941,0.030384982,0.7072165,0.13835052,33360.262
michigan,MI,48093,1987,150531,612.4984222518949,6415.289873846583,7027.788296098478,1983,4,8.391666666666667,33.143318,0.47369272,0.12249839,0.021512385,0.71605718,0.13871375,34515.086
michigan,MI,48093,1988,153650,455.5808656036446,5739.017246989913,6194.598112593557,1983,5,7.566666666666666,34.245483,0.48062396,0.1224959,0.02191826,0.72878885,0.13925371,35462.297
michigan,MI,48093,1989,145932,504.3444892141546,6124.085190362634,6628.429679576789,1983,6,7.183333333333334,34.468853,0.48269612,0.12738958,0.018530775,0.72621316,0.14897224,35155.121
michigan,MI,48093,1990,144864,674.4256682129445,5437.513806052573,6111.939474265518,1983,7,7.7,33.892941,0.48602557,0.12774357,0.019508326,0.7376371,0.1568384,34903.18
michigan,MI,48093,1991,145996,816.4607249513684,5617.96213594893,6434.422860900299,1983,8,9.283333333333331,34.262882,0.48759541,0.1226145,0.027910685,0.75025713,0.15120345,34567.844
michigan,MI,48108,1982,98852,432.9705013555618,7466.717921741593,7899.6884230971555,1983,-1,15.458333333333334,32.922588,0.48444104,0.11640415,0.022364838,0.67407221,0.12421106,29162.16
michigan,MI,48108,1983,98417,403.3855939522643,6851.458589471331,7254.844183423595,1983,0,14.483333333333334,32.222137,0.48231697,0.10361308,0.028372901,0.69632447,0.12420786,29039.439
michigan,MI,48108,1984,104413,561.2327966824055,8678.995910470918,9240.228707153323,1983,1,11.233333333333334,32.450314,0.47905281,0.11536127,0.0248878,0.70299947,0.11515801,29317.244
michigan,MI,48108,1985,107832,588.8789969582313,7944.765932190816,8533.644929149046,1983,2,10,33.178978,0.48394457,0.11844184,0.02938053,0.71487135,0.13504897,31203.186
michigan,MI,48108,1986,108461,690.5708042522197,9159.052562672297,9849.623366924516,1983,3,8.908333333333333,33.213631,0.48769328,0.11722941,0.030384982,0.7072165,0.13835052,33360.262
michigan,MI,48108,1987,108336,623.0615861763403,8882.550583370255,9505.612169546595,1983,4,8.391666666666667,33.143318,0.47369272,0.12249839,0.021512385,0.71605718,0.13871375,34515.086
michigan,MI,48108,1988,109724,797.4554336334804,7911.669279282564,8709.124712916044,1983,5,7.566666666666666,34.245483,0.48062396,0.1224959,0.02191826,0.72878885,0.13925371,35462.297
michigan,MI,48108,1989,108830,602.7749701369107,7361.021777083525,7963.796747220435,1983,6,7.183333333333334,34.468853,0.48269612,0.12738958,0.018530775,0.72621316,0.14897224,35155.121
michigan,MI,48108,1990,109592,529.2357106358128,7910.248923279071,8439.484633914884,1983,7,7.7,33.892941,0.48602557,0.12774357,0.019508326,0.7376371,0.1568384,34903.18
michigan,MI,48108,1991,110449,555.0072884317649,5820.7860641563075,6375.793352588072,1983,8,9.283333333333331,34.262882,0.48759541,0.1226145,0.027910685,0.75025713,0.15120345,34567.844
michigan,MI,48126,1973,104700,252.14899713467048,5401.146131805158,5653.295128939828,1983,-10,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48126,1974,101100,307.6162215628091,6968.3481701285855,7275.964391691395,1983,-9,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48126,1975,100000,382,7421.999999999999,7804,1983,-8,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48126,1976,104000,357.6923076923077,7631.7307692307695,7989.423076923077,1983,-7,9.4,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48126,1977,97000,338.1443298969072,6946.39175257732,7284.536082474227,1983,-6,8.225,31.371704,0.48218104,0.10637919,0.025257081,0.60444444,0.10596491,30668.719
michigan,MI,48126,1978,93160,378.91799055388583,7617.003005581795,7995.92099613568,1983,-5,7.033333333333334,32.31065,0.48317087,0.097296305,0.027425373,0.60622752,0.10251497,30785.016
michigan,MI,48126,1979,91616,327.4537198742578,6903.815927348935,7231.269647223193,1983,-4,7.866666666666667,32.169865,0.48424485,0.11028613,0.039970256,0.61940473,0.110382,31021.055
michigan,MI,48126,1980,90589,411.749770943492,8529.733190563977,8941.482961507467,1983,-3,12.3,32.069286,0.48554301,0.11301129,0.028930817,0.65030676,0.12293535,30440.963
michigan,MI,48126,1981,90323,363.1411711302769,8671.10259845222,9034.243769582497,1983,-2,12.375,32.087906,0.47540402,0.10992719,0.020931073,0.66312557,0.12393767,28922.014
michigan,MI,48126,1982,89420,379.109818832476,8199.507940058153,8578.617758890628,1983,-1,15.458333333333334,32.922588,0.48444104,0.11640415,0.022364838,0.67407221,0.12421106,29162.16
michigan,MI,48126,1983,89027,114.57198378020152,1910.6563177463017,2025.2283015265032,1983,0,14.483333333333334,32.222137,0.48231697,0.10361308,0.028372901,0.69632447,0.12420786,29039.439
michigan,MI,48126,1984,86159,456.1334277324481,8627.073201870959,9083.206629603408,1983,1,11.233333333333334,32.450314,0.47905281,0.11536127,0.0248878,0.70299947,0.11515801,29317.244
michigan,MI,48126,1985,86286,456.62100456621005,7815.868159376955,8272.489163943166,1983,2,10,33.178978,0.48394457,0.11844184,0.02938053,0.71487135,0.13504897,31203.186
michigan,MI,48126,1986,87597,482.89324976882773,7784.513168259187,8267.406418028015,1983,3,8.908333333333333,33.213631,0.48769328,0.11722941,0.030384982,0.7072165,0.13835052,33360.262
michigan,MI,48126,1987,86842,460.60661891711385,8389.949563575228,8850.556182492342,1983,4,8.391666666666667,33.143318,0.47369272,0.12249839,0.021512385,0.71605718,0.13871375,34515.086
michigan,MI,48126,1988,86459,529.7308550873825,8990.38850784765,9520.119362935033,1983,5,7.566666666666666,34.245483,0.48062396,0.1224959,0.02191826,0.72878885,0.13925371,35462.297
michigan,MI,48126,1989,86490,542.2592207191583,7837.900335298878,8380.159556018036,1983,6,7.183333333333334,34.468853,0.48269612,0.12738958,0.018530775,0.72621316,0.14897224,35155.121
michigan,MI,48126,1990,89286,565.5981900857917,7534.215890509151,8099.8140805949415,1983,7,7.7,33.892941,0.48602557,0.12774357,0.019508326,0.7376371,0.1568384,34903.18
michigan,MI,48126,1991,89984,588.9935988620199,7861.397581792319,8450.391180654338,1983,8,9.283333333333331,34.262882,0.48759541,0.1226145,0.027910685,0.75025713,0.15120345,34567.844
michigan,MI,48154,1973,113800,175.7469244288225,3780.316344463972,3956.063268892794,1983,-10,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48154,1974,114200,201.40105078809106,4787.215411558669,4988.61646234676,1983,-9,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48154,1975,110662,249.40810757080118,4620.375558005458,4869.783665576259,1983,-8,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48154,1976,109500,255.70776255707761,4278.5388127853885,4310.502283105023,1983,-7,9.4,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48154,1977,115000,192.17391304347825,3727.826086956522,3920,1983,-6,8.225,31.371704,0.48218104,0.10637919,0.025257081,0.60444444,0.10596491,30668.719
michigan,MI,48154,1978,112700,197.8704525288376,3954.747116237799,4152.617568766637,1983,-5,7.033333333333334,32.31065,0.48317087,0.097296305,0.027425373,0.60622752,0.10251497,30785.016
michigan,MI,48154,1979,105735,236.44015699626425,4567.07807253984,4803.518229536105,1983,-4,7.866666666666667,32.169865,0.48424485,0.11028613,0.039970256,0.61940473,0.110382,31021.055
michigan,MI,48154,1980,104728,264.4946910090902,4952.830188679246,5217.324879688335,1983,-3,12.3,32.069286,0.48554301,0.11301129,0.028930817,0.65030676,0.12293535,30440.963
michigan,MI,48154,1981,104420,285.3859413905382,5274.851561003639,5560.237502394178,1983,-2,12.375,32.087906,0.47540402,0.10992719,0.020931073,0.66312557,0.12393767,28922.014
michigan,MI,48154,1982,103376,266.9865345921684,4782.541402259712,5049.52793685188,1983,-1,15.458333333333334,32.922588,0.48444104,0.11640415,0.022364838,0.67407221,0.12421106,29162.16
michigan,MI,48154,1983,102921,256.50741831113186,4609.360577530339,4865.8679958414705,1983,0,14.483333333333334,32.222137,0.48231697,0.10361308,0.028372901,0.69632447,0.12420786,29039.439
michigan,MI,48154,1984,100915,160.53114006837436,3038.2004657384928,3198.731605806867,1983,1,11.233333333333334,32.450314,0.47905281,0.11536127,0.0248878,0.70299947,0.11515801,29317.244
michigan,MI,48154,1985,100511,257.683238650496,4560.694849319974,4818.378087970471,1983,2,10,33.178978,0.48394457,0.11844184,0.02938053,0.71487135,0.13504897,31203.186
michigan,MI,48154,1986,101098,392.68828265643236,4788.423114206018,5181.11139686245,1983,3,8.908333333333333,33.213631,0.48769328,0.11722941,0.030384982,0.7072165,0.13835052,33360.262
michigan,MI,48154,1987,101031,352.3670952479932,5112.292266730014,5464.659361978007,1983,4,8.391666666666667,33.143318,0.47369272,0.12249839,0.021512385,0.71605718,0.13871375,34515.086
michigan,MI,48154,1988,100586,286.32215218817726,4374.366213986042,4660.6883661742195,1983,5,7.566666666666666,34.245483,0.48062396,0.1224959,0.02191826,0.72878885,0.13925371,35462.297
michigan,MI,48154,1989,101463,238.51059006731518,4586.893744517706,4825.404334585021,1983,6,7.183333333333334,34.468853,0.48269612,0.12738958,0.018530775,0.72621316,0.14897224,35155.121
michigan,MI,48154,1990,100850,278.6316311353495,4057.5111551809614,4336.142786316311,1983,7,7.7,33.892941,0.48602557,0.12774357,0.019508326,0.7376371,0.1568384,34903.18
michigan,MI,48154,1991,101638,282.3747023750959,3968.9879769377594,4251.362679312855,1983,8,9.283333333333331,34.262882,0.48759541,0.1226145,0.027910685,0.75025713,0.15120345,34567.844
michigan,MI,48185,1979,86502,309.81942614043606,5294.675267623869,5604.494693764306,1983,-4,7.866666666666667,32.169865,0.48424485,0.11028613,0.039970256,0.61940473,0.110382,31021.055
michigan,MI,48185,1991,85386,579.7203288595321,6075.937507319701,6655.6578361792335,1983,8,9.283333333333331,34.262882,0.48759541,0.1226145,0.027910685,0.75025713,0.15120345,34567.844
michigan,MI,48226,1987,1091523,2544.8845328957796,10279.21537154966,12824.09990444544,1983,4,8.391666666666667,33.143318,0.47369272,0.12249839,0.021512385,0.71605718,0.13871375,34515.086
michigan,MI,48226,1988,1086714,2374.5898184802995,9866.165338810395,12240.755157290694,1983,5,7.566666666666666,34.245483,0.48062396,0.1224959,0.02191826,0.72878885,0.13925371,35462.297
michigan,MI,48226,1989,1039599,2400.5409778193325,9836.677411194123,12237.218389013457,1983,6,7.183333333333334,34.468853,0.48269612,0.12738958,0.018530775,0.72621316,0.14897224,35155.121
michigan,MI,48226,1990,1027974,2699.192781140379,9619.309437787337,12318.502218927715,1983,7,7.7,33.892941,0.48602557,0.12774357,0.019508326,0.7376371,0.1568384,34903.18
michigan,MI,48226,1991,1036246,2727.3446652628813,9683.221937648012,12410.56660291089,1983,8,9.283333333333331,34.262882,0.48759541,0.1226145,0.027910685,0.75025713,0.15120345,34567.844
michigan,MI,48605,1973,87022,1349.0841396428489,8604.720645354048,9953.804784996897,1983,-10,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48605,1974,88400,1572.3981900452488,10175.339366515836,11747.737556561086,1983,-9,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48605,1975,86222,1709.5404885064138,9569.483426503677,11279.02391501009,1983,-8,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48933,1973,140228,426.4483555352711,6189.919274324671,6616.367629859943,1983,-10,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48933,1974,143122,447.17094506784423,6649.571694079177,7096.742639147022,1983,-9,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48933,1975,135219,487.3575459070101,6837.056922473912,7324.414468380923,1983,-8,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48933,1976,134421,429.9923375067884,7091.153911963161,7521.146249469948,1983,-7,9.4,NA,NA,NA,NA,NA,NA,NA
michigan,MI,48933,1977,134423,424.0345774160672,5688.014699865351,6112.049277281418,1983,-6,8.225,31.371704,0.48218104,0.10637919,0.025257081,0.60444444,0.10596491,30668.719
michigan,MI,48933,1978,156884,443.00247316488617,4901.710818184136,5344.713291349022,1983,-5,7.033333333333334,32.31065,0.48317087,0.097296305,0.027425373,0.60622752,0.10251497,30785.016
michigan,MI,48933,1979,125976,546.9295738870895,6257.541118943291,6804.47069283038,1983,-4,7.866666666666667,32.169865,0.48424485,0.11028613,0.039970256,0.61940473,0.110382,31021.055
michigan,MI,48933,1980,125776,584.3722172751559,7037.113598778781,7621.485816053937,1983,-3,12.3,32.069286,0.48554301,0.11301129,0.028930817,0.65030676,0.12293535,30440.963
michigan,MI,48933,1981,125407,712.0814627572623,7334.5188067651725,8046.600269522434,1983,-2,12.375,32.087906,0.47540402,0.10992719,0.020931073,0.66312557,0.12393767,28922.014
michigan,MI,48933,1982,124152,815.1298408402603,7908.853663251499,8723.983504091759,1983,-1,15.458333333333334,32.922588,0.48444104,0.11640415,0.022364838,0.67407221,0.12421106,29162.16
michigan,MI,48933,1983,123606,739.4463051955406,7402.553274112906,8141.999579308448,1983,0,14.483333333333334,32.222137,0.48231697,0.10361308,0.028372901,0.69632447,0.12420786,29039.439
michigan,MI,48933,1984,127767,862.5075332441085,6602.643875179037,7465.151408423146,1983,1,11.233333333333334,32.450314,0.47905281,0.11536127,0.0248878,0.70299947,0.11515801,29317.244
michigan,MI,48933,1985,128161,830.205756821498,6955.314019085369,7785.519775906867,1983,2,10,33.178978,0.48394457,0.11844184,0.02938053,0.71487135,0.13504897,31203.186
michigan,MI,48933,1986,128909,1164.3872809501277,7965.308861289746,9129.696142239874,1983,3,8.908333333333333,33.213631,0.48769328,0.11722941,0.030384982,0.7072165,0.13835052,33360.262
michigan,MI,48933,1987,129610,1299.2824627729342,7244.811357148369,8544.093819921303,1983,4,8.391666666666667,33.143318,0.47369272,0.12249839,0.021512385,0.71605718,0.13871375,34515.086
michigan,MI,48933,1988,131239,1220.6737326556893,6858.479567811397,8079.153300467087,1983,5,7.566666666666666,34.245483,0.48062396,0.1224959,0.02191826,0.72878885,0.13925371,35462.297
michigan,MI,48933,1989,125419,1268.5478276816111,6841.068737591593,8109.616565273204,1983,6,7.183333333333334,34.468853,0.48269612,0.12738958,0.018530775,0.72621316,0.14897224,35155.121
michigan,MI,48933,1990,127321,1471.8703120459313,6905.380887677602,8377.251199723532,1983,7,7.7,33.892941,0.48602557,0.12774357,0.019508326,0.7376371,0.1568384,34903.18
michigan,MI,48933,1991,128315,1377.859174687293,6748.236761095741,8126.095935783034,1983,8,9.283333333333331,34.262882,0.48759541,0.1226145,0.027910685,0.75025713,0.15120345,34567.844
michigan,MI,49502,1973,197934,494.60931421584974,4607.596471551123,5102.205785766973,1983,-10,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,49502,1974,195200,507.6844262295082,4944.67213114754,5452.356557377049,1983,-9,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,49502,1975,198342,612.07409424126,6603.240866785653,7215.314961026913,1983,-8,NA,NA,NA,NA,NA,NA,NA,NA
michigan,MI,49502,1976,193500,571.0594315245478,6345.736434108528,6916.795865633076,1983,-7,9.4,NA,NA,NA,NA,NA,NA,NA
michigan,MI,49502,1977,196538,621.2539050972331,6403.850654835197,7025.104559932431,1983,-6,8.225,31.371704,0.48218104,0.10637919,0.025257081,0.60444444,0.10596491,30668.719
michigan,MI,49502,1978,189200,673.3615221987314,5956.659619450317,6630.021141649049,1983,-5,7.033333333333334,32.31065,0.48317087,0.097296305,0.027425373,0.60622752,0.10251497,30785.016
michigan,MI,49502,1979,185416,864.5424343098762,7120.744703801182,7985.287138111058,1983,-4,7.866666666666667,32.169865,0.48424485,0.11028613,0.039970256,0.61940473,0.110382,31021.055
michigan,MI,49502,1980,181602,984.019999779738,8026.3433222101085,9010.363321989846,1983,-3,12.3,32.069286,0.48554301,0.11301129,0.028930817,0.65030676,0.12293535,30440.963
michigan,MI,49502,1981,181068,1036.0748448096847,8464.223385689354,9500.29823049904,1983,-2,12.375,32.087906,0.47540402,0.10992719,0.020931073,0.66312557,0.12393767,28922.014
michigan,MI,49502,1982,179258,1124.6359995090875,9019.960057570654,10144.59605707974,1983,-1,15.458333333333334,32.922588,0.48444104,0.11640415,0.022364838,0.67407221,0.12421106,29162.16
michigan,MI,49502,1983,178470,1117.2746119796043,8435.031097663474,9552.305709643077,1983,0,14.483333333333334,32.222137,0.48231697,0.10361308,0.028372901,0.69632447,0.12420786,29039.439
michigan,MI,49502,1984,181960,1114.5306660804574,7819.850516597055,8934.38118267751,1983,1,11.233333333333334,32.450314,0.47905281,0.11536127,0.0248878,0.70299947,0.11515801,29317.244
michigan,MI,49502,1985,183270,1208.0536912751677,7510.230807006056,8718.284498281224,1983,2,10,33.178978,0.48394457,0.11844184,0.02938053,0.71487135,0.13504897,31203.186
michigan,MI,49502,1986,184340,1161.9832917435174,7811.109905609201,8973.093197352717,1983,3,8.908333333333333,33.213631,0.48769328,0.11722941,0.030384982,0.7072165,0.13835052,33360.262
michigan,MI,49502,1987,187441,1200.9112200639133,8128.424410881291,9329.335630945205,1983,4,8.391666666666667,33.143318,0.47369272,0.12249839,0.021512385,0.71605718,0.13871375,34515.086
michigan,MI,49502,1988,190343,1217.276180369123,7081.952054974441,8299.228235343564,1983,5,7.566666666666666,34.245483,0.48062396,0.1224959,0.02191826,0.72878885,0.13925371,35462.297
michigan,MI,49502,1989,186036,1241.1576254058355,7277.623685738244,8518.781311144081,1983,6,7.183333333333334,34.468853,0.48269612,0.12738958,0.018530775,0.72621316,0.14897224,35155.121
michigan,MI,49502,1990,189126,1599.4627920010998,7146.5583790700375,8746.021171071137,1983,7,7.7,33.892941,0.48602557,0.12774357,0.019508326,0.7376371,0.1568384,34903.18
michigan,MI,49502,1991,190604,1719.7960168726784,7517.680636293047,9237.476653165726,1983,8,9.283333333333331,34.262882,0.48759541,0.1226145,0.027910685,0.75025713,0.15120345,34567.844
